O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
11-9081.00	1106	Assign duties to workers, and schedule shifts.	Core	49.0	07/2017	Incumbent
11-9081.00	1115	Develop and implement policies and procedures for the operation of a department or establishment.	Core	48.0	07/2017	Incumbent
11-9081.00	1117	Prepare required paperwork pertaining to departmental functions.	Core	49.0	07/2017	Incumbent
11-9121.00	7209	Hire, supervise, or evaluate engineers, technicians, researchers, or other staff.	Core	70.0	08/2021	Incumbent
11-9121.00	7207	Design or coordinate successive phases of problem analysis, solution proposals, or testing.	Core	70.0	08/2021	Incumbent
11-9121.00	7205	Plan or direct research, development, or production activities.	Core	70.0	08/2021	Incumbent
11-9121.00	7208	Review project activities and prepare and review research, testing, or operational reports.	Core	70.0	08/2021	Incumbent
11-9121.00	7203	Confer with scientists, engineers, regulators, or others to plan or review projects or to provide technical assistance.	Core	70.0	08/2021	Incumbent
11-9121.00	7204	Develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.	Core	70.0	08/2021	Incumbent
11-9121.00	7210	Determine scientific or technical goals within broad outlines provided by top management and make detailed plans to accomplish these goals.	Core	70.0	08/2021	Incumbent
11-9121.00	7206	Prepare project proposals.	Core	70.0	08/2021	Incumbent
11-9121.00	7211	Develop or implement policies, standards, or procedures for the architectural, scientific, or technical work performed to ensure regulatory compliance or operations enhancement.	Core	70.0	08/2021	Incumbent
11-9121.00	7214	Conduct own research in field of expertise.	Core	70.0	08/2021	Incumbent
11-9121.01	15612	Schedule subjects for appointments, procedures, or inpatient stays as required by study protocols.	Core	53.0	08/2021	Incumbent
11-9121.01	15587	Perform specific protocol procedures such as interviewing subjects, taking vital signs, and performing electrocardiograms.	Core	53.0	08/2021	Incumbent
11-9121.01	15610	Assess eligibility of potential subjects through methods such as screening interviews, reviews of medical records, or discussions with physicians and nurses.	Core	53.0	08/2021	Incumbent
11-9121.01	15602	Inform patients or caregivers about study aspects and outcomes to be expected.	Core	53.0	08/2021	Incumbent
11-9121.01	15594	Record adverse event and side effect data and confer with investigators regarding the reporting of events to oversight agencies.	Core	52.0	08/2021	Incumbent
11-9121.01	15613	Monitor study activities to ensure compliance with protocols and with all relevant local, federal, and state regulatory and institutional polices.	Core	53.0	08/2021	Incumbent
11-9121.01	15597	Oversee subject enrollment to ensure that informed consent is properly obtained and documented.	Core	53.0	08/2021	Incumbent
11-9121.01	15614	Maintain required records of study activity including case report forms, drug dispensation records, or regulatory forms.	Core	53.0	08/2021	Incumbent
11-9121.01	15603	Identify protocol problems, inform investigators of problems, or assist in problem resolution efforts, such as protocol revisions.	Core	53.0	08/2021	Incumbent
11-9121.01	15593	Review proposed study protocols to evaluate factors such as sample collection processes, data management plans, or potential subject risks.	Core	52.0	08/2021	Incumbent
11-9131.00	20842	Monitor employees' work schedules and attendance for payroll purposes.	Core	86.0	07/2016	Incumbent
11-9131.00	5260	Organize and supervise activities, such as the processing of incoming and outgoing mail.	Core	86.0	07/2016	Incumbent
11-9131.00	5262	Resolve customer complaints.	Core	86.0	07/2016	Incumbent
11-9131.00	5264	Prepare employee work schedules.	Core	86.0	07/2016	Incumbent
11-9131.00	5261	Direct and coordinate operational, management, and supportive services of one or a number of postal facilities.	Core	85.0	07/2016	Incumbent
11-9131.00	5263	Hire and train employees, and evaluate their performance.	Core	86.0	07/2016	Incumbent
11-9131.00	5265	Prepare and submit detailed and summary reports of post office activities to designated supervisors.	Core	86.0	07/2016	Incumbent
11-9131.00	5266	Negotiate labor disputes.	Core	86.0	07/2016	Incumbent
11-9151.00	1131	Establish and oversee administrative procedures to meet objectives set by boards of directors or senior management.	Core	72.0	08/2018	Incumbent
11-9151.00	1129	Direct activities of professional and technical staff members and volunteers.	Core	72.0	08/2018	Incumbent
11-9151.00	1130	Evaluate the work of staff and volunteers to ensure that programs are of appropriate quality and that resources are used effectively.	Core	71.0	08/2018	Incumbent
11-9151.00	1132	Participate in the determination of organizational policies regarding such issues as participant eligibility, program requirements, and program benefits.	Core	72.0	08/2018	Incumbent
11-9151.00	1128	Prepare and maintain records and reports, such as budgets, personnel records, or training manuals.	Core	72.0	08/2018	Incumbent
11-9151.00	18463	Provide direct service and support to individuals or clients, such as handling a referral for child advocacy issues, conducting a needs evaluation, or resolving complaints.	Core	72.0	08/2018	Incumbent
11-9151.00	1127	Establish and maintain relationships with other agencies and organizations in community to meet community needs and to ensure that services are not duplicated.	Core	72.0	08/2018	Incumbent
11-9151.00	1135	Recruit, interview, and hire or sign up volunteers and staff.	Core	72.0	08/2018	Incumbent
11-9151.00	1133	Research and analyze member or community needs to determine program directions and goals.	Core	71.0	08/2018	Incumbent
11-9151.00	18464	Implement and evaluate staff, volunteer, or community training programs.	Core	71.0	08/2018	Incumbent
11-9171.00	18832	Consult with families or friends of the deceased to arrange funeral details, such as obituary notice wording, casket selection, or plans for services.	Core	52.0	08/2024	Incumbent
11-9171.00	18842	Schedule funerals, burials, or cremations.	Core	51.0	08/2024	Incumbent
11-9171.00	23984	Deliver death certificates to medical facilities or offices to obtain signatures from legally authorized persons.	Core	52.0	08/2024	Incumbent
11-9171.00	18837	Offer counsel and comfort to families and friends of the deceased.	Core	52.0	08/2024	Incumbent
11-9171.00	18835	Monitor funeral service operations to ensure that they comply with applicable policies, regulations, and laws.	Core	52.0	08/2024	Incumbent
11-9171.00	18833	Direct and supervise work of embalmers, funeral attendants, death certificate clerks, cosmetologists, or other staff.	Core	52.0	08/2024	Incumbent
11-9171.00	18846	Complete and maintain records, such as state-required documents, tracking documents, or product inventories.	Core	52.0	08/2024	Incumbent
11-9171.00	18843	Sell funeral services, products, or merchandise to clients.	Core	51.0	08/2024	Incumbent
11-9171.00	18840	Respond to customer complaints, legal inquiries, payment negotiations, or other post-service matters.	Core	51.0	08/2024	Incumbent
11-9171.00	18851	Schedule work hours for funeral home or contract employees.	Core	52.0	08/2024	Incumbent
11-9179.02	17612	Respond to customer inquiries or complaints.	Core	59.0	07/2012	Incumbent
11-9179.02	17619	Schedule guest appointments.	Core	59.0	07/2012	Incumbent
11-9179.02	17617	Maintain client databases.	Core	59.0	07/2012	Incumbent
11-9179.02	17605	Coordinate facility schedules to maximize usage and efficiency.	Core	58.0	07/2012	Incumbent
11-9179.02	17610	Perform accounting duties, such as recording daily cash flow, preparing bank deposits, or generating financial statements.	Core	59.0	07/2012	Incumbent
11-9179.02	17609	Monitor operations to ensure compliance with applicable health, safety, or hygiene standards.	Core	58.0	07/2012	Incumbent
11-9179.02	17620	Sell products, services, or memberships.	Core	58.0	07/2012	Incumbent
11-9179.02	17603	Assess employee performance and suggest ways to improve work.	Core	59.0	07/2012	Incumbent
11-9179.02	17608	Inventory products and order new supplies.	Core	59.0	07/2012	Incumbent
11-9179.02	17600	Inform staff of job responsibilities, performance expectations, client service standards, or corporate policies and guidelines.	Core	58.0	07/2012	Incumbent
11-9199.02	15645	Report violations of compliance or regulatory standards to duly authorized enforcement agencies as appropriate or required.	Core	77.0	08/2019	Incumbent
11-9199.02	15650	Identify compliance issues that require follow-up or investigation.	Core	76.0	08/2019	Incumbent
11-9199.02	21088	Discuss emerging compliance issues to ensure that management and employees are informed about compliance reporting systems, policies, and practices.	Core	77.0	08/2019	Incumbent
11-9199.02	15653	File appropriate compliance reports with regulatory agencies.	Core	77.0	08/2019	Incumbent
11-9199.02	15638	Maintain documentation of compliance activities, such as complaints received or investigation outcomes.	Core	77.0	08/2019	Incumbent
11-9199.02	15644	Provide employee training on compliance related topics, policies, or procedures.	Core	77.0	08/2019	Incumbent
11-9199.02	15647	Prepare management reports regarding compliance operations and progress.	Core	77.0	08/2019	Incumbent
11-9199.02	21090	Keep informed regarding pending industry changes, trends, or best practices.	Core	76.0	08/2019	Incumbent
11-9199.02	21091	Direct the development or implementation of policies and procedures related to compliance throughout an organization.	Core	77.0	08/2019	Incumbent
11-9199.02	15654	Design or implement improvements in communication, monitoring, or enforcement of compliance standards.	Core	76.0	08/2019	Incumbent
11-9199.09	15822	Supervise employees or subcontractors to ensure quality of work or adherence to safety regulations or policies.	Core	62.0	08/2021	Incumbent
11-9199.09	15808	Train or coordinate the training of employees in operations, safety, environmental issues, or technical issues.	Core	62.0	08/2021	Incumbent
11-9199.09	15809	Track and maintain records for wind operations, such as site performance, downtime events, parts usage, or substation events.	Core	62.0	08/2021	Incumbent
